horodatage_detection_utc,latitude,longitude,puissance_frp_megawatts,satellite,jour_nuit
2026-07-24T13:33:00.000Z,44.81274,-1.19916,12.25,N,D
2026-07-24T13:33:00.000Z,44.81321,-1.19396,12.25,N,D
2026-07-24T13:33:00.000Z,44.81367,-1.18875,7.79,N,D
2026-07-24T13:33:00.000Z,44.81411,-1.08793,78.29,N,D
2026-07-24T13:33:00.000Z,44.81413,-1.18353,7.79,N,D
2026-07-24T13:33:00.000Z,44.81503,-1.07741,171.07,N,D
2026-07-24T13:33:00.000Z,44.81549,-1.07215,104.38,N,D
2026-07-24T13:33:00.000Z,44.81594,-1.06688,104.38,N,D
2026-07-24T13:33:00.000Z,44.8164,-1.06162,11.13,N,D
2026-07-24T13:33:00.000Z,44.81919,-1.17376,8.71,N,D
2026-07-24T13:33:00.000Z,44.81919,-1.07813,47.64,N,D
2026-07-24T13:33:00.000Z,44.81964,-1.07286,146.88,N,D
2026-07-24T13:33:00.000Z,44.8201,-1.06759,146.88,N,D
2026-07-24T13:33:00.000Z,44.82056,-1.06233,103.23,N,D
2026-07-24T13:33:00.000Z,44.82102,-1.05707,103.23,N,D
2026-07-24T13:33:00.000Z,44.82427,-1.06831,146.88,N,D
2026-07-24T13:33:00.000Z,44.82473,-1.1588,7.16,N,D
2026-07-24T13:33:00.000Z,44.82473,-1.06305,103.23,N,D
2026-07-24T13:33:00.000Z,44.82519,-1.05779,103.23,N,D
2026-07-24T13:33:00.000Z,44.82565,-1.05251,6.99,N,D
2026-07-24T13:33:00.000Z,44.82843,-1.06903,10.72,N,D
2026-07-24T13:33:00.000Z,44.82889,-1.06378,108.69,N,D
2026-07-24T13:33:00.000Z,44.82935,-1.05851,108.69,N,D
2026-07-24T13:33:00.000Z,44.8298,-1.14908,28.81,N,D
2026-07-24T13:33:00.000Z,44.82981,-1.05323,29.05,N,D
2026-07-24T13:33:00.000Z,44.83026,-1.14384,28.81,N,D
2026-07-24T13:33:00.000Z,44.83073,-1.13861,19.28,N,D
2026-07-24T13:33:00.000Z,44.83119,-1.13338,19.28,N,D
2026-07-24T13:33:00.000Z,44.83305,-1.06449,108.69,N,D
2026-07-24T13:33:00.000Z,44.83351,-1.05921,108.69,N,D
2026-07-24T13:33:00.000Z,44.83394,-1.14978,28.81,N,D
2026-07-24T13:33:00.000Z,44.83398,-1.05392,29.05,N,D
2026-07-24T13:33:00.000Z,44.83487,-1.13931,19.28,N,D
2026-07-24T13:33:00.000Z,44.83533,-1.13409,19.28,N,D
2026-07-24T13:33:00.000Z,44.83721,-1.06519,98.6,N,D
2026-07-24T13:33:00.000Z,44.83761,-1.15578,18.68,N,D
2026-07-24T13:33:00.000Z,44.83809,-1.1505,68.48,N,D
2026-07-24T13:33:00.000Z,44.83814,-1.05462,52.96,N,D
2026-07-24T13:33:00.000Z,44.83855,-1.14524,68.48,N,D
2026-07-24T13:33:00.000Z,44.8386,-1.04935,52.96,N,D
2026-07-24T13:33:00.000Z,44.83902,-1.14002,69.16,N,D
2026-07-24T13:33:00.000Z,44.83907,-1.04407,11.2,N,D
2026-07-24T13:33:00.000Z,44.83949,-1.1348,69.16,N,D
2026-07-24T13:33:00.000Z,44.84176,-1.1565,18.68,N,D
2026-07-24T13:33:00.000Z,44.8423,-1.05534,52.96,N,D
2026-07-24T13:33:00.000Z,44.84277,-1.05007,52.96,N,D
2026-07-24T13:33:00.000Z,44.84324,-1.0448,11.2,N,D
2026-07-24T13:33:00.000Z,44.84693,-1.05079,6.12,N,D
2026-07-24T13:33:00.000Z,44.8474,-1.04552,19.03,N,D
2026-07-24T13:33:00.000Z,44.84787,-1.04021,19.03,N,D
2026-07-24T13:33:00.000Z,44.85204,-1.04092,19.03,N,D
2026-07-24T13:33:00.000Z,44.85239,-1.13174,72.86,N,D
2026-07-24T13:33:00.000Z,44.8525,-1.03562,15.75,N,D
2026-07-24T13:33:00.000Z,44.85286,-1.1265,72.86,N,D
2026-07-24T13:33:00.000Z,44.85324,-1.16915,21.37,N,D
2026-07-24T13:33:00.000Z,44.85333,-1.12126,218.44,N,D
2026-07-24T13:33:00.000Z,44.85371,-1.1639,44.82,N,D
2026-07-24T13:33:00.000Z,44.8538,-1.11602,218.44,N,D
2026-07-24T13:33:00.000Z,44.85474,-1.10551,129.39,N,D
2026-07-24T13:33:00.000Z,44.85701,-1.12722,24.33,N,D
2026-07-24T13:33:00.000Z,44.85738,-1.16986,21.37,N,D
2026-07-24T13:33:00.000Z,44.85749,-1.12198,70.46,N,D
2026-07-24T13:33:00.000Z,44.85796,-1.11673,70.46,N,D
2026-07-24T13:33:00.000Z,44.85842,-1.11149,129.44,N,D
2026-07-24T13:33:00.000Z,44.85889,-1.10624,129.44,N,D
2026-07-24T13:33:00.000Z,44.85936,-1.10099,92.05,N,D
2026-07-24T13:33:00.000Z,44.86105,-1.17582,21.29,N,D
2026-07-24T13:33:00.000Z,44.86152,-1.17059,21.29,N,D
2026-07-24T13:33:00.000Z,44.86163,-1.12269,70.46,N,D
2026-07-24T13:33:00.000Z,44.862,-1.16534,19.44,N,D
2026-07-24T13:33:00.000Z,44.86211,-1.11745,70.46,N,D
2026-07-24T13:33:00.000Z,44.86248,-1.16006,19.44,N,D
2026-07-24T13:33:00.000Z,44.86258,-1.1122,129.44,N,D
2026-07-24T13:33:00.000Z,44.86305,-1.10696,129.44,N,D
2026-07-24T13:33:00.000Z,44.86352,-1.10172,92.05,N,D
2026-07-24T13:33:00.000Z,44.86399,-1.09646,92.05,N,D
2026-07-24T13:33:00.000Z,44.86446,-1.09119,92.39,N,D
2026-07-24T13:33:00.000Z,44.86567,-1.17129,21.29,N,D
2026-07-24T13:33:00.000Z,44.86614,-1.16605,19.44,N,D
2026-07-24T13:33:00.000Z,44.86662,-1.1608,19.44,N,D
2026-07-24T13:33:00.000Z,44.86673,-1.11292,23.9,N,D
2026-07-24T13:33:00.000Z,44.86709,-1.15554,36.1,N,D
2026-07-24T13:33:00.000Z,44.86721,-1.10767,23.9,N,D
2026-07-24T13:33:00.000Z,44.86757,-1.15029,36.1,N,D
2026-07-24T13:33:00.000Z,44.86767,-1.10242,109.98,N,D
2026-07-24T13:33:00.000Z,44.86862,-1.09189,36.92,N,D
2026-07-24T13:33:00.000Z,44.87029,-1.16675,29.77,N,D
2026-07-24T13:33:00.000Z,44.87076,-1.16151,29.77,N,D
2026-07-24T13:33:00.000Z,44.87089,-1.11362,23.9,N,D
2026-07-24T13:33:00.000Z,44.87123,-1.15628,40.19,N,D
2026-07-24T13:33:00.000Z,44.87136,-1.10838,23.9,N,D
2026-07-24T13:33:00.000Z,44.87171,-1.15103,40.19,N,D
2026-07-24T13:33:00.000Z,44.8723,-1.09786,109.98,N,D
2026-07-24T13:33:00.000Z,44.87267,-1.1405,27.92,N,D
2026-07-24T13:33:00.000Z,44.87395,-1.17268,17.56,N,D
2026-07-24T13:33:00.000Z,44.87443,-1.16745,29.77,N,D
2026-07-24T13:33:00.000Z,44.8749,-1.1622,29.77,N,D
2026-07-24T13:33:00.000Z,44.87515,-1.17088,50.39,N,D
2026-07-24T13:33:00.000Z,44.87551,-1.10908,23.33,N,D
2026-07-24T13:33:00.000Z,44.8756,-1.16563,23.67,N,D
2026-07-24T13:33:00.000Z,44.87695,-1.14985,19.91,N,D
2026-07-24T13:33:00.000Z,44.8773,-1.13596,23.78,N,D
2026-07-24T13:33:00.000Z,44.8781,-1.17338,15.2,N,D
2026-07-24T13:33:00.000Z,44.87857,-1.16815,12.15,N,D
2026-07-24T13:33:00.000Z,44.87967,-1.10978,23.33,N,D
2026-07-24T13:33:00.000Z,44.88001,-1.15242,11.81,N,D
2026-07-24T13:33:00.000Z,44.88049,-1.14718,17.13,N,D
2026-07-24T13:33:00.000Z,44.88062,-1.09928,31.43,N,D
2026-07-24T13:33:00.000Z,44.8811,-1.15057,19.91,N,D
2026-07-24T13:33:00.000Z,44.8811,-1.09402,24.63,N,D
2026-07-24T13:33:00.000Z,44.88144,-1.09732,23.76,N,D
2026-07-24T13:33:00.000Z,44.88252,-1.07823,18.17,N,D
2026-07-24T13:33:00.000Z,44.883,-1.07297,12.93,N,D
2026-07-24T13:33:00.000Z,44.88383,-1.11049,27.87,N,D
2026-07-24T13:33:00.000Z,44.8843,-1.10524,34.81,N,D
2026-07-24T13:33:00.000Z,44.8847,-1.10855,59.4,N,D
2026-07-24T13:33:00.000Z,44.88478,-1.09999,34.81,N,D
2026-07-24T13:33:00.000Z,44.88515,-1.1033,23.76,N,D
2026-07-24T13:33:00.000Z,44.8856,-1.09803,23.76,N,D
2026-07-24T13:33:00.000Z,44.88607,-1.13213,20.39,N,D
2026-07-24T13:33:00.000Z,44.88655,-1.1269,32.3,N,D
2026-07-24T13:33:00.000Z,44.88661,-1.13548,15.3,N,D
2026-07-24T13:33:00.000Z,44.88668,-1.07896,11.15,N,D
2026-07-24T13:33:00.000Z,44.88702,-1.12168,32.3,N,D
2026-07-24T13:33:00.000Z,44.88706,-1.13024,15.3,N,D
2026-07-24T13:33:00.000Z,44.88764,-1.0684,9.17,N,D
2026-07-24T13:33:00.000Z,44.88798,-1.11118,27.87,N,D
2026-07-24T13:33:00.000Z,44.88846,-1.10594,34.81,N,D
2026-07-24T13:33:00.000Z,44.88886,-1.10926,43.12,N,D
2026-07-24T13:33:00.000Z,44.88894,-1.10068,34.81,N,D
2026-07-24T13:33:00.000Z,44.88931,-1.104,81.42,N,D
2026-07-24T13:33:00.000Z,44.88941,-1.09542,25.25,N,D
2026-07-24T13:33:00.000Z,44.88976,-1.09874,81.42,N,D
2026-07-24T13:33:00.000Z,44.88989,-1.09014,25.25,N,D
2026-07-24T13:33:00.000Z,44.89021,-1.09346,23.51,N,D
2026-07-24T13:33:00.000Z,44.89037,-1.08489,11.15,N,D
2026-07-24T13:33:00.000Z,44.89066,-1.08817,23.51,N,D
2026-07-24T13:33:00.000Z,44.89085,-1.07965,11.15,N,D
2026-07-24T13:33:00.000Z,44.89111,-1.08291,18.89,N,D
2026-07-24T13:33:00.000Z,44.89121,-1.13095,15.3,N,D
2026-07-24T13:33:00.000Z,44.89132,-1.0744,9.17,N,D
2026-07-24T13:33:00.000Z,44.8918,-1.06912,9.17,N,D
2026-07-24T13:33:00.000Z,44.89256,-1.11521,43.12,N,D
2026-07-24T13:33:00.000Z,44.89301,-1.10995,43.12,N,D
2026-07-24T13:33:00.000Z,44.89325,-1.00798,6.69,N,D
2026-07-24T13:33:00.000Z,44.89338,-1.00481,13.0,N,D
2026-07-24T13:33:00.000Z,44.89347,-1.1047,81.42,N,D
2026-07-24T13:33:00.000Z,44.8937,-1.00266,6.69,N,D
2026-07-24T13:33:00.000Z,44.89385,-0.99951,26.63,N,D
2026-07-24T13:33:00.000Z,44.89437,-1.09416,23.51,N,D
2026-07-24T13:33:00.000Z,44.89482,-1.08888,23.51,N,D
2026-07-24T13:33:00.000Z,44.89528,-1.0836,18.89,N,D
2026-07-24T13:33:00.000Z,44.89573,-1.07835,18.89,N,D
2026-07-24T13:33:00.000Z,44.89627,-1.12115,86.19,N,D
2026-07-24T13:33:00.000Z,44.89672,-1.11591,25.73,N,D
2026-07-24T13:33:00.000Z,44.89698,-1.01403,18.48,N,D
2026-07-24T13:33:00.000Z,44.89707,-1.01084,13.0,N,D
2026-07-24T13:33:00.000Z,44.89717,-1.11066,25.73,N,D
2026-07-24T13:33:00.000Z,44.89743,-1.00869,120.14,N,D
2026-07-24T13:33:00.000Z,44.89755,-1.00552,13.0,N,D
2026-07-24T13:33:00.000Z,44.89762,-1.1054,55.56,N,D
2026-07-24T13:33:00.000Z,44.89788,-1.00337,120.14,N,D
2026-07-24T13:33:00.000Z,44.89803,-1.00021,26.63,N,D
2026-07-24T13:33:00.000Z,44.89808,-1.10014,55.56,N,D
2026-07-24T13:33:00.000Z,44.89833,-0.99805,53.47,N,D
2026-07-24T13:33:00.000Z,44.89853,-1.09487,37.75,N,D
2026-07-24T13:33:00.000Z,44.89898,-1.08959,37.75,N,D
2026-07-24T13:33:00.000Z,44.89944,-1.08433,26.5,N,D
2026-07-24T13:33:00.000Z,44.89989,-1.07907,26.5,N,D
2026-07-24T13:33:00.000Z,44.90042,-1.12186,86.19,N,D
2026-07-24T13:33:00.000Z,44.90088,-1.11661,25.73,N,D
2026-07-24T13:33:00.000Z,44.90115,-1.01473,18.48,N,D
2026-07-24T13:33:00.000Z,44.90133,-1.11136,25.73,N,D
2026-07-24T13:33:00.000Z,44.90178,-1.1061,55.56,N,D
2026-07-24T13:33:00.000Z,44.90206,-1.00408,120.14,N,D
2026-07-24T13:33:00.000Z,44.90224,-1.10084,55.56,N,D
2026-07-24T13:33:00.000Z,44.90251,-0.99877,53.47,N,D
2026-07-24T13:33:00.000Z,44.90269,-1.09557,37.75,N,D
2026-07-24T13:33:00.000Z,44.90314,-1.09031,37.75,N,D
2026-07-24T13:33:00.000Z,44.9036,-1.08505,26.5,N,D
2026-07-24T13:33:00.000Z,44.90405,-1.07978,26.5,N,D
2026-07-24T13:33:00.000Z,44.90451,-1.0745,20.42,N,D
2026-07-24T13:33:00.000Z,44.90458,-1.12256,13.59,N,D
2026-07-24T13:33:00.000Z,44.90496,-1.0692,20.42,N,D
2026-07-24T13:33:00.000Z,44.90503,-1.11732,63.49,N,D
2026-07-24T13:33:00.000Z,44.90533,-1.01544,25.44,N,D
2026-07-24T13:33:00.000Z,44.90542,-1.06391,68.13,N,D
2026-07-24T13:33:00.000Z,44.90549,-1.11206,63.49,N,D
2026-07-24T13:33:00.000Z,44.90578,-1.01012,10.13,N,D
2026-07-24T13:33:00.000Z,44.90594,-1.1068,34.85,N,D
2026-07-24T13:33:00.000Z,44.90624,-1.00479,10.13,N,D
2026-07-24T13:33:00.000Z,44.90633,-1.05328,59.27,N,D
2026-07-24T13:33:00.000Z,44.9064,-1.10154,34.85,N,D
2026-07-24T13:33:00.000Z,44.90678,-1.04798,59.27,N,D
2026-07-24T13:33:00.000Z,44.90685,-1.09628,38.03,N,D
2026-07-24T13:33:00.000Z,44.90731,-1.09101,38.03,N,D
2026-07-24T13:33:00.000Z,44.90776,-1.08574,29.19,N,D
2026-07-24T13:33:00.000Z,44.90822,-1.08046,29.19,N,D
2026-07-24T13:33:00.000Z,44.90868,-1.07517,53.31,N,D
2026-07-24T13:33:00.000Z,44.90905,-1.02146,25.44,N,D
2026-07-24T13:33:00.000Z,44.90913,-1.06988,53.31,N,D
2026-07-24T13:33:00.000Z,44.90959,-1.06457,109.9,N,D
2026-07-24T13:33:00.000Z,44.90964,-1.11278,63.49,N,D
2026-07-24T13:33:00.000Z,44.91005,-1.05927,109.9,N,D
2026-07-24T13:33:00.000Z,44.9101,-1.10752,34.85,N,D
2026-07-24T13:33:00.000Z,44.9105,-1.05397,85.43,N,D
2026-07-24T13:33:00.000Z,44.91056,-1.10225,34.85,N,D
2026-07-24T13:33:00.000Z,44.91096,-1.04867,85.43,N,D
2026-07-24T13:33:00.000Z,44.91101,-1.09697,38.03,N,D
2026-07-24T13:33:00.000Z,44.91147,-1.0917,38.03,N,D
2026-07-24T13:33:00.000Z,44.91193,-1.08642,29.19,N,D
2026-07-24T13:33:00.000Z,44.91238,-1.08114,29.19,N,D
2026-07-24T13:33:00.000Z,44.91284,-1.07585,53.31,N,D
2026-07-24T13:33:00.000Z,44.9133,-1.07056,53.31,N,D
2026-07-24T13:33:00.000Z,44.91375,-1.06526,109.9,N,D
2026-07-24T13:33:00.000Z,44.9138,-1.11348,86.98,N,D
2026-07-24T13:33:00.000Z,44.91421,-1.05997,109.9,N,D
2026-07-24T13:33:00.000Z,44.91425,-1.10822,84.43,N,D
2026-07-24T13:33:00.000Z,44.91467,-1.05468,85.43,N,D
2026-07-24T13:33:00.000Z,44.91471,-1.10296,84.43,N,D
2026-07-24T13:33:00.000Z,44.91517,-1.09769,90.02,N,D
2026-07-24T13:33:00.000Z,44.91563,-1.09241,90.02,N,D
2026-07-24T13:33:00.000Z,44.91609,-1.08713,103.82,N,D
2026-07-24T13:33:00.000Z,44.91654,-1.08184,103.82,N,D
2026-07-24T13:33:00.000Z,44.917,-1.07656,188.5,N,D
2026-07-24T13:33:00.000Z,44.91746,-1.07128,188.5,N,D
2026-07-24T13:33:00.000Z,44.91792,-1.06599,110.36,N,D
2026-07-24T13:33:00.000Z,44.91796,-1.11419,86.98,N,D
2026-07-24T13:33:00.000Z,44.91837,-1.0607,110.36,N,D
2026-07-24T13:33:00.000Z,44.91887,-1.10367,84.43,N,D
2026-07-24T13:33:00.000Z,44.91933,-1.0984,90.02,N,D
2026-07-24T13:33:00.000Z,44.91979,-1.09313,90.02,N,D
2026-07-24T13:33:00.000Z,44.92025,-1.08785,103.82,N,D
2026-07-24T13:33:00.000Z,44.92071,-1.08256,103.82,N,D
2026-07-24T13:33:00.000Z,44.92117,-1.07727,188.5,N,D
2026-07-24T13:33:00.000Z,44.92208,-1.06672,110.36,N,D
2026-07-24T13:33:00.000Z,44.92303,-1.10438,212.72,N,D
2026-07-24T13:33:00.000Z,44.92349,-1.09911,82.65,N,D
2026-07-24T13:33:00.000Z,44.92395,-1.09384,82.65,N,D
2026-07-24T13:33:00.000Z,44.92441,-1.08856,99.01,N,D
2026-07-24T13:33:00.000Z,44.92487,-1.08328,99.01,N,D
2026-07-24T13:33:00.000Z,44.92765,-1.09983,82.65,N,D
2026-07-24T13:33:00.000Z,44.92811,-1.09455,82.65,N,D
2026-07-24T13:33:00.000Z,44.92857,-1.08928,99.01,N,D
2026-07-24T13:33:00.000Z,45.11713,-0.53014,6.75,N,D
2026-07-24T13:55:00.000Z,44.36376,-1.15072,21.68,N20,D
2026-07-24T13:55:00.000Z,44.36395,-1.14548,23.71,N20,D
2026-07-24T13:55:00.000Z,44.36902,-1.16159,7.03,N20,D
2026-07-24T13:55:00.000Z,44.3692,-1.15638,8.28,N20,D
2026-07-24T13:55:00.000Z,44.36939,-1.15115,8.28,N20,D
2026-07-24T13:55:00.000Z,44.36958,-1.1459,19.51,N20,D
2026-07-24T13:55:00.000Z,44.3707,-1.11443,35.81,N20,D
2026-07-24T13:55:00.000Z,44.37089,-1.10919,35.81,N20,D
2026-07-24T13:55:00.000Z,44.37446,-1.16717,7.03,N20,D
2026-07-24T13:55:00.000Z,44.37465,-1.16197,7.03,N20,D
2026-07-24T13:55:00.000Z,44.37484,-1.15676,8.28,N20,D
2026-07-24T13:55:00.000Z,44.37597,-1.12531,27.28,N20,D
2026-07-24T13:55:00.000Z,44.37616,-1.12006,27.28,N20,D
2026-07-24T13:55:00.000Z,44.37635,-1.11481,35.81,N20,D
2026-07-24T13:55:00.000Z,44.37654,-1.10957,35.81,N20,D
2026-07-24T13:55:00.000Z,44.37672,-1.1043,25.1,N20,D
2026-07-24T13:55:00.000Z,44.38066,-1.1519,9.07,N20,D
2026-07-24T13:55:00.000Z,44.38199,-1.11516,9.19,N20,D
2026-07-24T13:55:00.000Z,44.38218,-1.10991,9.19,N20,D
2026-07-24T13:55:00.000Z,44.38237,-1.10467,5.89,N20,D
2026-07-24T13:55:00.000Z,44.4077,-1.10398,9.02,N20,D
2026-07-24T13:55:00.000Z,44.40788,-1.09866,9.02,N20,D
2026-07-24T13:55:00.000Z,44.41081,-1.10101,24.49,N20,D
2026-07-24T13:55:00.000Z,44.41164,-1.1569,12.18,N20,D
2026-07-24T13:55:00.000Z,44.41182,-1.15165,12.18,N20,D
2026-07-24T13:55:00.000Z,44.41233,-1.13594,8.97,N20,D
2026-07-24T13:55:00.000Z,44.4125,-1.1307,8.97,N20,D
2026-07-24T13:55:00.000Z,44.41318,-1.10965,14.29,N20,D
2026-07-24T13:55:00.000Z,44.41335,-1.10434,9.02,N20,D
2026-07-24T13:55:00.000Z,44.41446,-1.15388,23.22,N20,D
2026-07-24T13:55:00.000Z,44.41728,-1.15724,11.51,N20,D
2026-07-24T13:55:00.000Z,44.41745,-1.15199,11.51,N20,D
2026-07-24T13:55:00.000Z,44.4201,-1.1542,23.22,N20,D
2026-07-24T13:55:00.000Z,44.42292,-1.15757,11.51,N20,D
2026-07-24T13:55:00.000Z,44.42309,-1.15232,11.51,N20,D
2026-07-24T13:55:00.000Z,44.42327,-1.14706,12.64,N20,D
2026-07-24T13:55:00.000Z,44.42344,-1.14181,12.64,N20,D
2026-07-24T13:55:00.000Z,44.42361,-1.13655,12.52,N20,D
2026-07-24T13:55:00.000Z,44.4243,-1.11556,5.54,N20,D
2026-07-24T13:55:00.000Z,44.42448,-1.1103,5.54,N20,D
2026-07-24T13:55:00.000Z,44.42573,-1.1545,18.88,N20,D
2026-07-24T13:55:00.000Z,44.42594,-1.14926,20.51,N20,D
2026-07-24T13:55:00.000Z,44.42614,-1.14402,20.51,N20,D
2026-07-24T13:55:00.000Z,44.42873,-1.15265,16.25,N20,D
2026-07-24T13:55:00.000Z,44.4289,-1.14741,22.28,N20,D
2026-07-24T13:55:00.000Z,44.42908,-1.14216,22.28,N20,D
2026-07-24T13:55:00.000Z,44.42925,-1.13689,17.51,N20,D
2026-07-24T13:55:00.000Z,44.42943,-1.13163,17.51,N20,D
2026-07-24T13:55:00.000Z,44.4296,-1.12637,14.85,N20,D
2026-07-24T13:55:00.000Z,44.43177,-1.14434,20.51,N20,D
2026-07-24T13:55:00.000Z,44.43198,-1.13908,29.83,N20,D
2026-07-24T13:55:00.000Z,44.43218,-1.13382,29.83,N20,D
2026-07-24T13:55:00.000Z,44.43454,-1.14773,22.28,N20,D
2026-07-24T13:55:00.000Z,44.43472,-1.14249,22.28,N20,D
2026-07-24T13:55:00.000Z,44.43489,-1.13723,17.51,N20,D
2026-07-24T13:55:00.000Z,44.43507,-1.13196,17.51,N20,D
2026-07-24T13:55:00.000Z,44.70952,-0.31334,3.97,N20,D
2026-07-24T13:55:00.000Z,44.77582,-0.19189,3.25,N20,D
2026-07-24T13:55:00.000Z,44.77596,-0.18586,3.25,N20,D
2026-07-24T13:55:00.000Z,44.77795,-0.19121,6.84,N20,D
2026-07-24T13:55:00.000Z,44.77813,-0.18517,5.06,N20,D
2026-07-24T13:55:00.000Z,44.77989,-1.22489,10.56,N20,D
2026-07-24T13:55:00.000Z,44.78338,-1.1239,32.39,N20,D
2026-07-24T13:55:00.000Z,44.78356,-1.11857,142.8,N20,D
2026-07-24T13:55:00.000Z,44.78374,-1.11324,142.8,N20,D
2026-07-24T13:55:00.000Z,44.78392,-1.10792,220.76,N20,D
2026-07-24T13:55:00.000Z,44.7841,-1.10259,220.76,N20,D
2026-07-24T13:55:00.000Z,44.78428,-1.09723,11.54,N20,D
2026-07-24T13:55:00.000Z,44.78447,-1.09188,11.54,N20,D
2026-07-24T13:55:00.000Z,44.78534,-1.23045,4.84,N20,D
2026-07-24T13:55:00.000Z,44.78552,-1.22524,8.96,N20,D
2026-07-24T13:55:00.000Z,44.78571,-1.22002,8.96,N20,D
2026-07-24T13:55:00.000Z,44.78589,-1.2148,30.4,N20,D
2026-07-24T13:55:00.000Z,44.78626,-1.20419,20.1,N20,D
2026-07-24T13:55:00.000Z,44.78645,-1.19886,20.1,N20,D
2026-07-24T13:55:00.000Z,44.78663,-1.19355,21.56,N20,D
2026-07-24T13:55:00.000Z,44.78682,-1.18823,21.56,N20,D
2026-07-24T13:55:00.000Z,44.78701,-1.18288,29.79,N20,D
2026-07-24T13:55:00.000Z,44.78719,-1.17752,29.79,N20,D
2026-07-24T13:55:00.000Z,44.78738,-1.17218,38.46,N20,D
2026-07-24T13:55:00.000Z,44.78757,-1.16679,38.46,N20,D
2026-07-24T13:55:00.000Z,44.78885,-1.12958,7.05,N20,D
2026-07-24T13:55:00.000Z,44.78903,-1.12425,7.05,N20,D
2026-07-24T13:55:00.000Z,44.78922,-1.11892,50.33,N20,D
2026-07-24T13:55:00.000Z,44.7894,-1.11358,50.33,N20,D
2026-07-24T13:55:00.000Z,44.78959,-1.10826,150.76,N20,D
2026-07-24T13:55:00.000Z,44.78976,-1.10292,150.76,N20,D
2026-07-24T13:55:00.000Z,44.78995,-1.09756,28.18,N20,D
2026-07-24T13:55:00.000Z,44.79013,-1.09223,28.18,N20,D
2026-07-24T13:55:00.000Z,44.79031,-1.08689,7.34,N20,D
2026-07-24T13:55:00.000Z,44.79284,-1.17791,29.79,N20,D
2026-07-24T13:55:00.000Z,44.79302,-1.17255,38.46,N20,D
2026-07-24T13:55:00.000Z,44.79488,-1.11928,50.33,N20,D
2026-07-24T13:55:00.000Z,44.79506,-1.11393,50.33,N20,D
2026-07-24T13:55:00.000Z,44.79525,-1.10859,150.76,N20,D
2026-07-24T13:55:00.000Z,44.79543,-1.10326,150.76,N20,D
2026-07-24T13:55:00.000Z,44.79561,-1.09791,28.18,N20,D
2026-07-24T13:55:00.000Z,44.8026,-1.221,11.09,N20,D
2026-07-24T13:55:00.000Z,44.80279,-1.21581,8.51,N20,D
2026-07-24T13:55:00.000Z,44.80297,-1.21058,8.51,N20,D
2026-07-24T13:55:00.000Z,44.80317,-1.20528,8.46,N20,D
2026-07-24T13:55:00.000Z,44.80713,-1.09323,37.06,N20,D
2026-07-24T13:55:00.000Z,44.80731,-1.08788,201.66,N20,D
2026-07-24T13:55:00.000Z,44.80769,-1.07718,23.24,N20,D
2026-07-24T13:55:00.000Z,44.80787,-1.07185,23.24,N20,D
2026-07-24T13:55:00.000Z,44.80806,-1.06649,3.0,N20,D
2026-07-24T13:55:00.000Z,44.80824,-1.06111,3.0,N20,D
2026-07-24T13:55:00.000Z,44.80842,-1.21617,8.06,N20,D
2026-07-24T13:55:00.000Z,44.8088,-1.20562,8.79,N20,D
2026-07-24T13:55:00.000Z,44.80899,-1.20031,8.79,N20,D
2026-07-24T13:55:00.000Z,44.80918,-1.195,6.51,N20,D
2026-07-24T13:55:00.000Z,44.80938,-1.18968,6.51,N20,D
2026-07-24T13:55:00.000Z,44.80957,-1.18436,7.48,N20,D
2026-07-24T13:55:00.000Z,44.81298,-1.08824,99.6,N20,D
2026-07-24T13:55:00.000Z,44.81317,-1.08286,99.6,N20,D
2026-07-24T13:55:00.000Z,44.81336,-1.0775,113.12,N20,D
2026-07-24T13:55:00.000Z,44.81373,-1.06679,178.18,N20,D
2026-07-24T13:55:00.000Z,44.81392,-1.06143,178.18,N20,D
2026-07-24T13:55:00.000Z,44.81411,-1.05606,67.49,N20,D
2026-07-24T13:55:00.000Z,44.81429,-1.05068,67.49,N20,D
2026-07-24T13:55:00.000Z,44.81448,-1.04531,5.96,N20,D
2026-07-24T13:55:00.000Z,44.81482,-1.19535,6.51,N20,D
2026-07-24T13:55:00.000Z,44.81903,-1.07785,113.12,N20,D
2026-07-24T13:55:00.000Z,44.81922,-1.07247,113.12,N20,D
2026-07-24T13:55:00.000Z,44.8194,-1.06709,178.18,N20,D
2026-07-24T13:55:00.000Z,44.8196,-1.06174,178.18,N20,D
2026-07-24T13:55:00.000Z,44.81978,-1.05638,67.49,N20,D
2026-07-24T13:55:00.000Z,44.81997,-1.051,67.49,N20,D
2026-07-24T13:55:00.000Z,44.82016,-1.04562,5.96,N20,D
2026-07-24T13:55:00.000Z,44.82035,-1.04024,5.96,N20,D
2026-07-24T13:55:00.000Z,44.82053,-1.03486,8.82,N20,D
2026-07-24T13:55:00.000Z,44.82508,-1.06744,85.5,N20,D
2026-07-24T13:55:00.000Z,44.82527,-1.06208,85.5,N20,D
2026-07-24T13:55:00.000Z,44.82546,-1.05671,164.56,N20,D
2026-07-24T13:55:00.000Z,44.82565,-1.05132,164.56,N20,D
2026-07-24T13:55:00.000Z,44.82584,-1.04594,11.0,N20,D
2026-07-24T13:55:00.000Z,44.82603,-1.04056,11.0,N20,D
2026-07-24T13:55:00.000Z,44.82622,-1.03517,3.97,N20,D
2026-07-24T13:55:00.000Z,44.82641,-1.02978,3.97,N20,D
